frame,x,y,width,state
1,930,591,43.18564576337837,SAFE
2,930,591,43.18564576337837,SAFE
3,929,591,43.18564576337837,SAFE
4,930,591,43.18564576337837,SAFE
5,929,591,43.18564576337837,SAFE
6,930,591,43.18564576337837,SAFE
7,930,591,43.18564576337837,SAFE
8,930,591,43.18564576337837,SAFE
9,929,591,44.181444068749045,SAFE
10,929,591,43.18564576337837,SAFE
11,929,591,43.18564576337837,SAFE
12,929,591,44.181444068749045,SAFE
15,929,591,44.181444068749045,SAFE
17,929,591,44.181444068749045,SAFE
18,929,592,44.28317965096906,SAFE
19,929,591,44.181444068749045,SAFE
20,929,591,44.181444068749045,SAFE
21,929,591,43.18564576337837,SAFE
22,929,591,44.181444068749045,SAFE
23,929,591,44.181444068749045,SAFE
24,929,591,43.18564576337837,SAFE
25,929,591,44.181444068749045,SAFE
26,929,591,44.181444068749045,SAFE
27,929,591,43.18564576337837,SAFE
28,929,591,43.18564576337837,SAFE
29,929,591,43.18564576337837,SAFE
30,929,591,43.18564576337837,SAFE
31,929,591,43.18564576337837,SAFE
32,929,591,43.18564576337837,SAFE
33,930,591,45.17742799230607,SAFE
34,931,591,44.10215414239989,SAFE
35,932,591,46.04345773288535,SAFE
36,935,592,53.08483775994799,SAFE
37,937,592,56.22277118748239,SAFE
38,940,591,58.137767414994535,SAFE
39,942,592,62.20128616033595,SAFE
40,946,592,64.07027391856539,SAFE
41,951,592,68.11754546370561,SAFE
42,956,592,68.06614430096654,SAFE
44,964,595,73.10950690573696,SAFE
45,970,595,76.10519036176179,SAFE
47,984,595,78.02563681252464,SAFE
48,989,595,77.02596964660685,SAFE
49,997,595,77.02596964660685,SAFE
50,1005,596,85.05292469985967,SAFE
51,1013,595,80.02499609497022,SAFE
52,1022,596,82.05485969764375,SAFE
53,1032,598,85.0235261559999,SAFE
54,1041,595,80.09993757800315,SAFE
55,1053,596,85.05292469985967,SAFE
56,1060,597,83.02409288875127,SAFE
57,1073,596,85.0235261559999,SAFE
58,1084,597,82.0,SAFE
59,1093,597,84.0,SAFE
60,1103,597,84.00595217006948,SAFE
61,1116,597,87.00574693662483,SAFE
62,1140,598,91.02197536858887,SAFE
63,1151,598,93.04837451562494,SAFE
64,1163,598,90.00555538409837,SAFE
65,1176,598,92.0,SAFE
66,1187,597,96.0,SAFE
67,1199,598,93.0,SAFE
68,1211,598,97.02061636580135,SAFE
69,1224,599,97.02061636580135,SAFE
70,1237,598,98.04590761474952,SAFE
71,1251,599,96.08329719571451,SAFE
72,1264,600,98.12746812182611,SAFE
73,1280,599,100.12492197250393,SAFE
74,1295,600,106.07544484940895,SAFE
75,1310,600,107.07474025184464,SAFE
76,1327,600,110.04090148667449,SAFE
77,1342,600,110.04090148667449,SAFE
78,1357,600,108.04165863221463,SAFE
79,1373,600,109.07336980216573,SAFE
80,1388,601,110.07270324653611,SAFE
81,1405,600,109.04127658827184,SAFE
82,1422,600,113.07077429645558,SAFE
83,1438,601,112.0714058089752,SAFE
84,1457,601,110.04090148667449,SAFE
85,1472,600,112.01785571952357,SAFE
86,1489,602,113.00442469213318,SAFE
87,1508,602,110.0,SAFE
88,1526,600,108.01851693112621,SAFE
89,1541,600,114.03946685248927,SAFE
90,1579,601,104.00480758118829,SAFE
91,1598,601,109.07336980216573,SAFE
92,1616,602,110.01818031580054,SAFE
