frame,x,y,width,state
1,1143,593,44.04543109109048,SAFE
2,1142,593,44.04543109109048,SAFE
3,1142,593,44.04543109109048,SAFE
4,1143,593,44.04543109109048,SAFE
5,1142,593,44.04543109109048,SAFE
6,1142,593,44.04543109109048,SAFE
7,1142,593,44.04543109109048,SAFE
8,1142,593,44.04543109109048,SAFE
9,1142,593,44.04543109109048,SAFE
10,1142,593,44.04543109109048,SAFE
11,1142,593,44.04543109109048,SAFE
12,1142,593,44.04543109109048,SAFE
13,1142,593,44.04543109109048,SAFE
14,1142,593,44.04543109109048,SAFE
15,1142,593,44.04543109109048,SAFE
16,1142,593,44.04543109109048,SAFE
17,1142,593,44.04543109109048,SAFE
18,1142,593,44.04543109109048,SAFE
19,1142,593,44.04543109109048,SAFE
20,1142,593,43.04648650006177,SAFE
21,1142,593,44.04543109109048,SAFE
22,1142,593,44.04543109109048,SAFE
23,1142,593,44.04543109109048,SAFE
24,1142,593,44.04543109109048,SAFE
25,1142,593,44.04543109109048,SAFE
26,1142,593,44.04543109109048,SAFE
27,1142,593,44.04543109109048,SAFE
28,1142,593,44.04543109109048,SAFE
29,1143,593,44.04543109109048,SAFE
30,1142,593,44.04543109109048,SAFE
31,1142,593,44.04543109109048,SAFE
32,1142,593,44.04543109109048,SAFE
33,1142,593,44.04543109109048,SAFE
34,1143,593,44.04543109109048,SAFE
36,1144,593,45.044422518220834,SAFE
41,1157,594,59.21148537234985,SAFE
42,1161,594,62.12889826803627,SAFE
43,1166,594,67.1863081289633,SAFE
44,1172,594,66.12110101926616,SAFE
45,1177,594,66.12110101926616,SAFE
46,1182,594,70.11419257183242,SAFE
47,1190,594,67.11929677819934,SAFE
48,1196,592,69.1158447825099,SAFE
49,1203,594,70.11419257183242,SAFE
50,1210,594,75.05997601918082,SAFE
51,1218,592,71.06335201775947,SAFE
52,1225,592,77.1621668954417,SAFE
53,1235,594,77.1621668954417,SAFE
54,1253,595,80.22468448052632,SAFE
55,1261,592,79.1580697086532,SAFE
56,1273,592,80.09993757800315,SAFE
57,1281,596,78.23042886243178,SAFE
58,1293,596,87.20665112249179,SAFE
59,1303,596,83.21658488546619,SAFE
60,1316,593,87.36704184073076,SAFE
61,1325,594,85.21150157109074,SAFE
64,1359,596,87.00574693662483,SAFE
67,1405,598,87.00574693662483,SAFE
68,1416,597,85.0,SAFE
69,1428,593,86.20904824900923,SAFE
70,1442,597,88.0056816347672,SAFE
71,1455,596,90.0,SAFE
72,1467,599,88.0056816347672,SAFE
73,1480,597,88.0056816347672,SAFE
74,1492,597,89.00561780022652,SAFE
75,1506,597,91.02197536858887,SAFE
76,1517,597,93.00537618869137,SAFE
77,1520,600,93.13431161500041,SAFE
78,1527,597,93.02150289046077,SAFE
79,1530,597,98.00510190801293,SAFE
80,1535,600,95.0,SAFE
81,1538,598,93.00537618869137,SAFE
82,1542,598,96.00520819205592,SAFE
83,1545,598,97.0051545022222,SAFE
84,1551,597,94.00531899844816,SAFE
86,1558,597,97.02061636580135,SAFE
87,1560,598,98.02040603874276,SAFE
88,1564,598,97.02061636580135,SAFE
90,1571,598,101.0,SAFE
91,1573,598,101.00495037373169,SAFE
93,1581,598,100.00499987500625,SAFE
94,1582,599,101.0,SAFE
95,1583,598,101.00495037373169,SAFE
96,1586,598,102.0,SAFE
97,1590,598,102.0196059588548,SAFE
101,1600,599,104.00480758118829,SAFE
102,1602,598,106.0,SAFE
103,1606,599,104.0,SAFE
104,1607,600,111.04053313993049,SAFE
105,1611,599,108.07404868885037,SAFE
106,1613,599,108.04165863221463,SAFE
107,1615,599,109.04127658827184,SAFE
108,1622,599,109.00458705944443,SAFE
109,1625,600,113.0,SAFE
110,1628,600,112.0044641967453,SAFE
111,1631,600,111.0,SAFE
112,1632,599,111.0,SAFE
113,1638,600,109.00458705944443,SAFE
114,1640,600,111.01801655587259,SAFE
115,1642,600,113.00442469213318,SAFE
116,1645,600,114.00438588054409,SAFE
117,1648,601,116.0,SAFE
