frame,x,y,width,state
1,1120,610,55.0,SAFE
2,1120,609,56.00892785976178,SAFE
3,1120,609,56.00892785976178,SAFE
4,1122,610,57.0,SAFE
5,1122,610,58.0,SAFE
6,1126,610,52.03844732503075,SAFE
7,1129,610,53.03772242470448,SAFE
8,1131,611,53.03772242470448,SAFE
9,1135,612,54.037024344425184,SAFE
10,1138,611,55.036351623268054,SAFE
11,1142,612,56.0357029044876,SAFE
12,1145,611,57.14017850864661,SAFE
13,1149,612,52.03844732503075,SAFE
14,1152,612,55.036351623268054,SAFE
15,1156,612,58.034472514187634,SAFE
16,1161,613,59.135437767890075,SAFE
17,1163,612,59.00847396772772,SAFE
18,1168,614,61.1310068623117,SAFE
19,1170,613,62.289646009589745,SAFE
20,1175,614,56.22277118748239,SAFE
21,1178,613,58.137767414994535,SAFE
22,1181,613,61.1310068623117,SAFE
23,1185,614,64.28063471995279,SAFE
24,1193,614,64.38167441127949,SAFE
25,1196,615,67.47592163134935,SAFE
26,1199,615,68.59300255857006,SAFE
27,1204,615,63.50590523722971,SAFE
28,1206,615,65.49045732013177,SAFE
29,1210,616,68.73136110975832,SAFE
30,1212,616,68.73136110975832,SAFE
31,1215,615,68.46897107449476,SAFE
32,1219,619,71.06335201775947,SAFE
33,1222,618,74.02702209328699,SAFE
34,1225,619,74.06078584514209,SAFE
35,1228,617,75.66372975210778,SAFE
36,1233,617,73.824115301167,SAFE
37,1236,620,73.17103251970687,SAFE
38,1239,620,73.33484846919642,SAFE
39,1245,620,75.16648189186454,SAFE
40,1247,620,77.1621668954417,SAFE
41,1250,620,81.15417426109393,SAFE
42,1252,620,83.15046602394962,SAFE
43,1254,620,85.21150157109074,SAFE
46,1263,621,80.30566605165541,SAFE
47,1264,621,80.22468448052632,SAFE
48,1266,622,82.29823813423954,SAFE
49,1267,622,83.38465086573187,SAFE
50,1269,623,82.87339742040264,SAFE
51,1270,623,80.75270893288967,SAFE
52,1271,624,83.48652585896721,SAFE
53,1272,624,84.5931439302264,SAFE
54,1272,624,85.47514258543241,SAFE
55,1272,624,83.60023923410746,SAFE
56,1272,624,82.60750571225353,SAFE
57,1271,624,83.02409288875127,SAFE
58,1270,625,80.75270893288967,SAFE
59,1269,626,79.07591289387686,SAFE
60,1269,626,77.78174593052023,SAFE
61,1267,627,77.27871634544663,SAFE
62,1264,630,76.10519036176179,SAFE
63,1262,631,75.32595834106593,SAFE
64,1260,629,73.348483283569,SAFE
65,1255,629,71.58910531638176,SAFE
66,1252,631,68.73136110975832,SAFE
67,1248,631,70.8590149522275,SAFE
68,1244,632,71.19691004531025,SAFE
69,1239,633,73.348483283569,SAFE
70,1234,633,72.99315036357864,SAFE
71,1229,635,71.84010022264724,SAFE
72,1223,635,68.15423684555495,SAFE
73,1215,636,66.94027188471824,SAFE
74,1208,638,67.77905281132217,SAFE
75,1200,638,67.23094525588644,SAFE
76,1191,637,70.178344238091,SAFE
