frame,x,y,width,state
1,786,595,49.040799340956916,SAFE
2,786,595,49.040799340956916,SAFE
3,786,595,49.040799340956916,SAFE
4,786,595,49.040799340956916,SAFE
5,785,592,49.09175083453431,SAFE
6,786,592,50.08991914547278,SAFE
7,786,594,49.09175083453431,SAFE
8,786,594,50.15974481593781,SAFE
15,801,594,64.38167441127949,SAFE
16,804,596,67.00746227100382,SAFE
17,809,596,68.0,SAFE
18,815,596,68.00735254367721,SAFE
19,820,596,70.00714249274856,SAFE
21,832,596,73.02739212103907,SAFE
22,836,597,76.00657866263946,SAFE
23,843,597,75.0066663703967,SAFE
24,848,597,77.05841939723393,SAFE
25,861,598,77.10382610480494,SAFE
26,868,598,79.1012010022604,SAFE
27,874,598,81.05553651663777,SAFE
28,882,598,79.1012010022604,SAFE
29,886,598,84.0535543567314,SAFE
30,893,599,81.15417426109393,SAFE
31,899,598,83.05419917138447,SAFE
32,904,599,84.2140130857092,SAFE
33,913,599,84.29116205154607,SAFE
34,921,599,86.14522621712709,SAFE
35,927,600,90.13878188659973,SAFE
36,933,599,90.0499861188218,SAFE
37,942,599,88.05112151472007,SAFE
38,949,600,89.05054744357274,SAFE
39,955,600,90.0499861188218,SAFE
40,964,600,91.08786966440702,SAFE
41,971,600,90.0222194794152,SAFE
42,980,600,96.13012014972206,SAFE
43,988,601,94.08506789071261,SAFE
44,994,602,97.04638066409278,SAFE
45,1003,602,99.08077512817509,SAFE
46,1010,602,98.08159868191383,SAFE
47,1019,602,100.07996802557443,SAFE
48,1028,602,100.0199980003999,SAFE
49,1037,603,105.00476179678711,SAFE
50,1045,603,104.04326023342406,SAFE
51,1052,603,106.07544484940895,SAFE
52,1062,605,110.11357772772621,SAFE
53,1071,605,108.11567878897121,SAFE
54,1079,606,112.16059914247963,SAFE
55,1098,608,119.50732195141852,SAFE
56,1108,608,118.6086000254619,SAFE
57,1117,610,122.3315167894194,SAFE
58,1127,610,126.3210196285638,SAFE
59,1137,610,126.01983970788092,SAFE
60,1147,611,127.47548783981962,SAFE
61,1160,612,131.64345787011217,SAFE
62,1168,612,134.8369385591352,SAFE
63,1180,612,139.60659010233005,SAFE
64,1191,613,141.69333082400175,SAFE
65,1203,614,145.9931505242626,SAFE
66,1215,615,149.96666296213968,SAFE
67,1230,615,157.0350279396288,WARNING
68,1240,615,159.90622251807463,WARNING
69,1252,616,160.79800993793424,SAFE
70,1266,617,165.97891432347663,WARNING
71,1280,617,171.9447585708852,CRITICAL
72,1295,619,181.10770276274835,CRITICAL
73,1308,620,183.3248482884958,CRITICAL
74,1325,620,193.3726971420733,CRITICAL
75,1342,621,200.32473636573192,CRITICAL
76,1358,624,209.02152999152983,CRITICAL
77,1378,626,218.8172753691993,CRITICAL
78,1394,628,226.0486673263083,CRITICAL
79,1413,630,235.95126615468712,CRITICAL
80,1433,633,248.67649667791284,CRITICAL
81,1454,636,258.28859827719845,CRITICAL
82,1476,639,272.8094573140748,CRITICAL
83,1498,638,282.60396317107796,CRITICAL
84,1545,642,294.59803122220626,CRITICAL
85,1565,643,284.6137733842127,CRITICAL
86,1587,648,280.49242414011826,CRITICAL
87,1610,650,271.7370052090808,CRITICAL
88,1632,653,259.3067681338071,CRITICAL
89,1652,654,252.3568901377571,CRITICAL
