frame,x,y,width,state
135,629,647,112.01785571952357,SAFE
137,599,648,111.00450441310929,SAFE
138,583,649,109.07336980216573,SAFE
139,569,648,109.04127658827184,SAFE
140,553,648,108.00462953040486,SAFE
141,536,648,108.01851693112621,SAFE
142,520,649,108.11567878897121,SAFE
143,510,647,104.0768946500615,SAFE
144,511,648,108.00462953040486,SAFE
145,511,647,108.01851693112621,SAFE
146,510,647,107.00467279516349,SAFE
147,510,647,105.01904589168576,SAFE
148,510,647,105.00476179678711,SAFE
149,510,647,106.01886624558857,SAFE
150,510,647,107.01868995647442,SAFE
151,510,645,106.01886624558857,SAFE
152,510,641,106.0,SAFE
153,510,645,108.16653826391968,SAFE
154,510,648,106.04244433244644,SAFE
155,510,646,108.01851693112621,SAFE
