frame,x,y,width,state
34,723,640,65.06919393998976,SAFE
70,733,638,61.1310068623117,SAFE
71,737,640,63.071388124885914,SAFE
72,742,640,62.07253821135398,SAFE
73,748,640,63.071388124885914,SAFE
75,763,638,65.12296062065974,SAFE
76,770,638,65.06919393998976,SAFE
77,777,638,69.06518659932803,SAFE
78,787,641,66.18912297349165,SAFE
79,795,639,67.26812023536856,SAFE
81,816,638,71.11258679024411,SAFE
82,825,639,72.02777242147643,SAFE
84,843,639,71.11258679024411,SAFE
85,851,639,72.06247289678588,SAFE
86,863,639,69.18092222571191,SAFE
87,871,641,68.06614430096654,SAFE
89,892,642,70.25667228100119,SAFE
90,902,640,73.24616030891995,SAFE
91,913,640,71.34423592694787,SAFE
92,934,641,70.11419257183242,SAFE
93,945,639,72.02777242147643,SAFE
95,967,640,75.16648189186454,SAFE
97,987,642,73.55270219373317,SAFE
101,1035,647,81.02468759581859,SAFE
102,1046,647,84.0535543567314,SAFE
106,1091,645,81.00617260431454,SAFE
108,1114,645,82.00609733428362,SAFE
112,1162,645,86.02325267042627,SAFE
113,1175,646,86.05230967266364,SAFE
114,1188,645,86.00581375697809,SAFE
115,1201,645,89.02246907382428,SAFE
116,1215,648,92.00543462209176,SAFE
117,1226,646,91.02197536858887,SAFE
118,1241,648,93.02150289046077,SAFE
119,1252,648,92.02173656261873,SAFE
120,1266,648,93.02150289046077,SAFE
121,1279,649,96.13012014972206,SAFE
122,1294,648,94.13288479590966,SAFE
123,1306,650,98.18350166906862,SAFE
124,1323,650,100.12492197250393,SAFE
125,1337,648,101.1236866416568,SAFE
126,1366,650,104.0768946500615,SAFE
127,1381,649,102.07840124139877,SAFE
128,1396,648,103.04368005850722,SAFE
129,1408,649,107.07474025184464,SAFE
130,1425,650,103.04368005850722,SAFE
131,1440,652,106.16967551989597,SAFE
132,1457,650,109.16501271011697,SAFE
133,1474,651,108.11567878897121,SAFE
134,1488,652,116.21101496846157,SAFE
135,1509,654,122.3315167894194,SAFE
136,1526,654,120.50311199301038,SAFE
137,1544,654,123.4908903522847,SAFE
138,1562,654,128.39003076563228,SAFE
139,1579,655,124.25779653607253,SAFE
140,1596,655,127.1927670899568,SAFE
141,1614,653,126.14277624977183,SAFE
142,1633,654,127.09838708654017,SAFE
143,1650,655,129.0620006043607,SAFE
144,1668,655,127.09838708654017,SAFE
145,1688,655,130.034610777285,SAFE
146,1709,656,135.1332675546625,SAFE
147,1726,656,138.03260484392808,SAFE
148,1748,656,136.0588108135596,SAFE
149,1766,657,127.1416532848303,SAFE
150,1783,656,115.03912377969506,SAFE
151,1797,656,106.07544484940895,SAFE
