frame,x,y,width,state
51,161,652,199.36148073286373,SAFE
52,186,652,193.5071058126807,CRITICAL
53,212,650,156.41611170208776,SAFE
54,240,644,122.40914998479485,SAFE
55,266,643,89.10667763978185,SAFE
56,294,645,73.76313442364011,SAFE
57,318,643,51.0,SAFE
58,343,642,35.805027579936315,SAFE
59,369,637,27.80287754891569,SAFE
60,401,634,38.8329756778952,SAFE
61,424,632,31.04834939252005,SAFE
62,449,630,29.274562336608895,SAFE
63,474,632,28.460498941515414,SAFE
64,499,626,24.08318915758459,SAFE
65,521,624,25.0,SAFE
66,543,620,27.51363298439521,SAFE
67,563,620,20.8806130178211,SAFE
68,603,618,18.788294228055936,SAFE
69,624,616,22.47220505424423,SAFE
70,641,615,20.808652046684813,SAFE
71,659,613,19.849433241279208,SAFE
72,677,612,19.209372712298546,SAFE
73,696,614,21.95449840010015,SAFE
74,714,612,18.973665961010276,SAFE
75,732,611,18.681541692269406,SAFE
76,748,612,18.439088914585774,SAFE
77,764,612,16.278820596099706,SAFE
78,779,610,15.033296378372908,SAFE
79,795,610,15.0,SAFE
80,808,610,14.035668847618199,SAFE
81,824,610,14.0,SAFE
82,840,609,16.0312195418814,SAFE
83,854,608,18.110770276274835,SAFE
84,867,609,12.041594578792296,SAFE
85,880,608,10.44030650891055,SAFE
86,896,606,17.46424919657298,SAFE
87,910,605,13.038404810405298,SAFE
88,922,606,15.231546211727817,SAFE
89,935,605,15.0,SAFE
90,947,602,11.661903789690601,SAFE
91,961,601,16.278820596099706,SAFE
92,973,601,14.422205101855956,SAFE
93,985,601,14.142135623730951,SAFE
94,997,601,11.313708498984761,SAFE
95,1008,601,12.806248474865697,SAFE
96,1021,601,8.94427190999916,SAFE
97,1032,600,11.40175425099138,SAFE
98,1043,600,7.615773105863909,SAFE
99,1054,600,8.602325267042627,SAFE
100,1066,599,8.602325267042627,SAFE
101,1077,599,9.219544457292887,SAFE
102,1088,599,5.385164807134504,SAFE
103,1101,597,12.041594578792296,SAFE
104,1111,598,9.219544457292887,SAFE
105,1120,598,5.0,SAFE
106,1133,597,9.848857801796104,SAFE
107,1144,598,8.602325267042627,SAFE
108,1155,598,11.180339887498949,SAFE
109,1164,598,8.0,SAFE
110,1174,599,12.36931687685298,SAFE
111,1184,598,6.324555320336759,SAFE
112,1194,598,6.708203932499369,SAFE
113,1217,598,9.433981132056603,SAFE
