frame,x,y,width,state
1,571,555,51.0098029794274,SAFE
2,571,555,51.0098029794274,SAFE
3,571,555,51.0098029794274,SAFE
4,571,555,52.009614495783374,SAFE
5,571,555,51.0098029794274,SAFE
6,571,555,52.009614495783374,SAFE
7,571,555,52.009614495783374,SAFE
8,571,555,52.03844732503075,SAFE
9,571,555,52.009614495783374,SAFE
10,571,555,51.0098029794274,SAFE
11,571,555,51.0098029794274,SAFE
12,571,555,51.0098029794274,SAFE
13,571,555,52.009614495783374,SAFE
14,571,555,52.009614495783374,SAFE
15,571,555,51.03920062069938,SAFE
16,571,555,51.03920062069938,SAFE
17,571,555,51.03920062069938,SAFE
18,570,555,50.00999900019995,SAFE
19,570,555,50.0,SAFE
20,570,555,48.010415536631214,SAFE
21,570,556,48.093658625644196,SAFE
22,570,556,47.095647357266465,SAFE
23,570,557,44.01136216933077,SAFE
24,569,555,45.0,SAFE
25,567,556,45.0111097397076,SAFE
26,566,556,46.0,SAFE
27,565,557,46.0,SAFE
28,564,556,44.01136216933077,SAFE
29,563,557,43.0,SAFE
30,562,558,40.01249804748511,SAFE
36,547,559,42.0,SAFE
37,545,558,41.0,SAFE
38,543,559,40.0,SAFE
39,540,559,38.0,SAFE
40,532,560,38.05259518088089,SAFE
41,528,560,37.05401462729781,SAFE
